,label
82719,WORD
82720,THEM
82721,FIRE
82722,CUP
82723,WITH
82724,DODGERS
82725,BEEF
82726,GUSTAVE
82727,TWO
82728,HOUSE
82729,LONG
82730,AN
82731,FOUR
82732,MOUSTACHE
82733,WE
82734,DAY
82735,NOW
82736,REGIME
82737,ROOF
82738,CALL
82739,CUT
82740,OF
82741,NUMBER
82742,TIME
82743,BULRUSH
82744,LINE
82745,DELTA
82746,X-RAY
82747,DELTA
82748,MERCHANDISE
82749,THEY
82750,SOUTHEASTERLY
82751,QUADRUPLED
82752,LETHARGY
82753,BLUEBELLS
82754,SOME
82755,ZULU
82756,NUMBER
82757,BEEN
82758,THAT
82759,COPY
82760,NUMBER
82761,KNIFE
82762,ENTHUSE
82763,JURIES
82764,HOUSE
82765,DAY
82766,INDIA
82767,ATROCIOUS
82768,CHATTERBOX
82769,WITHOUT
82770,COULD
82771,OTHER
82772,NO
82773,OR
82774,MADE
82775,DID
82776,BATTLESHIP
82777,ZULU
82778,USE
82779,BACKSPACE
82780,ALTHOUGH
82781,INDIA
82782,SAID
82783,HER
82784,WHICH
82785,VICTOR
82786,TWO
82787,HIM
82788,WAS
82789,HER
82790,ADHESION
82791,CONTROL
82792,A
82793,TAB
82794,ONE
82795,FIRST
82796,ARE
82797,CHAIR
82798,ALPHA
82799,TELEPHONE
82800,AMETHYSTS
82801,DISSATISFACTION
82802,CONTROL
82803,WE
82804,LOOK
82805,BROTHERHOOD
82806,WOULD
82807,CASUALTIES
82808,DISPOSSESS
82809,GLASSES
82810,GREYHOUND
82811,CARROT
82812,YOU
82813,THEY
82814,SHE
82815,MISSOURI
82816,WHICH
82817,PAPA
82818,BY
82819,SHE
82820,ADULATION
82821,MORGANTOWN
82822,WE
82823,DO
82824,JUDITH
82825,BUT
82826,MULTIFLORA
82827,IN
82828,UPWARD
82829,MANY
82830,THREE
82831,FAYETTEVILLE
82832,UPWARD
82833,COME
82834,CLERGYMAN
82835,PERPETUAL
82836,FEATHER
82837,ZERO
82838,TREE
82839,WITH
82840,THERE
82841,WATCH
82842,THAT
82843,ITS
82844,SHOUT
82845,HIS
82846,SOUTHEASTERLY
82847,HE
82848,LIMA
82849,BELEAGUERING
82850,A
82851,YOU
82852,FIVE
82853,TO
82854,VOUCHSAFE
82855,BEQUEATH
82856,FAITHFULNESS
82857,CONVULSION
82858,CAN
82859,ONE
82860,USE
82861,ENTER
82862,ARE
82863,THE
82864,INTO
82865,MY
82866,FIND
82867,PROTEGE
82868,NODULE
82869,ADVICE
82870,MAY
82871,GET
82872,CELEBRITY
82873,IT
82874,WAS
82875,THOU
82876,ON
82877,BUTTERFLIES
82878,IROQUOIS
82879,YES
82880,ADJACENT
82881,ORANGE
82882,CHOKING
82883,YALE
82884,SHOUT
82885,CAR
82886,LEGISLATURE
82887,DRUM
82888,APOTHECARY
82889,WHEN
82890,FEATHER
82891,OH
82892,DO
82893,HANGER
82894,THERE
82895,NOVEMBER
82896,SEE
82897,ENTER
82898,INALIENABLE
82899,BATTLEMENTS
82900,OTHER
82901,GET
82902,NUMBER
82903,WERE
82904,TAB
82905,NO
82906,BROWBEAT
82907,ITS
82908,ONE
82909,NAUSEA
82910,IF
82911,TAB
82912,THESE
82913,FIND
82914,CARROT
82915,ENTHUSE
82916,FIRST
82917,CUSHY
82918,BOTH
82919,HA-HA
82920,IN
82921,NATHANIEL
82922,HAD
82923,HAD
82924,PEOPLE
82925,CHOKING
82926,EQUILIBRIUM
82927,ON
82928,INDIA
82929,MIKE
82930,BY
82931,MULTIFLORA
82932,ZERO
82933,IS
82934,THEN
82935,WHO
82936,SCHOOLYARD
82937,DODGERS
82938,ECHO
82939,TAB
82940,WAGON
82941,WHICH
82942,THAT
82943,ROMEO
82944,REJOINDER
82945,CAN
82946,PASTE
82947,QUEBEC
82948,WE
82949,BIRMINGHAM
82950,NOVEMBER
82951,MY
82952,HE
82953,GIGGLED
82954,PROTEGE
82955,I
82956,LIKE
82957,COPY
82958,FIRST
82959,WAY
82960,FOIL
82961,HAS
82962,DISPOSSESS
82963,COMMAND
82964,COME
82965,YELLOW
82966,ESCAPE
82967,BETROTH
82968,ADVICE
82969,A
82970,HALLELUJAH
82971,DURABLE
82972,ALL
82973,CRAYON
82974,OF
82975,BALL
82976,AT
82977,X-RAY
82978,ROOF
82979,SLIDE
82980,ROMEO
82981,STARS
82982,IS
82983,WERE
82984,GLASSES
82985,ABSOLVE
82986,WAS
82987,ALOFT
82988,GET
82989,FROM
82990,APPROACH
82991,INDIA
82992,BLUE
82993,OSCAR
82994,DAY
82995,NOW
82996,LAMP
82997,THE
82998,CUP
82999,HOTEL
83000,THIS
83001,OSCAR
83002,ROLY-POLY
83003,BEQUEATH
83004,WHAT
83005,OIL
83006,FIVE
83007,SCISSORS
83008,BATTLEMENTS
83009,FINGER
83010,ABOUT
83011,ADAPT
83012,PART
83013,BATHE
83014,TWO
83015,ADAPT
83016,ATROCIOUS
83017,WE
83018,DELETE
83019,SO
83020,SEVEN
83021,WHEREWITHAL
83022,OSCAR
83023,INDIA
83024,DRUM
83025,GET
83026,DISSATISFACTION
83027,PART
83028,BOSOM
83029,ESCAPE
83030,THE
83031,ESCAPE
83032,LINE
83033,HAS
83034,JUDITH
83035,CHAUFFEUR
83036,FLOWERS
83037,FROG
83038,USE
83039,QUACK
83040,YOUR
83041,HAD
83042,LEFT
83043,SHE
83044,CHOWDER
83045,HOW
83046,COPENHAGEN
83047,ANYBODY
83048,BALLOONS
83049,KILO
83050,FOUR
83051,EPITHET
83052,YOUR
83053,RENDEZVOUS
83054,APPRECIABLE
83055,FOUR
83056,BETOOK
83057,LAWYER
83058,BOGIES
83059,UP
83060,SIX
83061,CONTROL
83062,DID
83063,OF
83064,GO
83065,THEM
83066,GET
83067,INTO
83068,IT
83069,NOT
83070,HIM
83071,AUTOBIOGRAPHY
83072,BROTHERHOOD
83073,ARE
83074,INEXHAUSTIBLE
83075,WHAT
83076,THE
83077,WORD
83078,HIS
83079,IN
83080,TOOTHACHE
83081,BEHAVIOR
83082,DOWNWARD
83083,DELETE
83084,WITH
83085,FINGER
83086,COMMAND
83087,BRUSH
83088,UP
83089,SOOTHING
83090,MOUSTACHE
83091,ZULU
83092,WITHOUT
83093,NO
83094,EMILIO
83095,PASTE
83096,BATHTUB
83097,DID
83098,DID
83099,CUT
83100,SEVEN
83101,BETOOK
83102,BELEAGUERING
83103,ARE
83104,HE
83105,WORD
83106,WHEN
83107,GOLF
83108,BULRUSH
83109,THUMB
83110,CHAUFFEUR
83111,DURABLE
83112,FIRST
83113,YOUR
83114,EACH
83115,ABSORB
83116,THEM
83117,EACH
83118,SEVEN
83119,THEM
83120,BULGE
83121,HOTEL
83122,GIGGLED
83123,WOULD
83124,YOUR
83125,ASTOUNDED
83126,COMMAND
83127,AS
83128,MORE
83129,SUPREME
83130,PROMULGATE
83131,SAID
83132,TO
83133,CALL
83134,CONTROL
83135,LIMA
83136,DISPLEASURE
83137,WITH
83138,EMPLOYMENT
83139,A
83140,BY
83141,PROFESSIONALS
83142,AN
83143,UP
83144,AT
83145,DOWRY
83146,ASIA
83147,STRINGY
83148,BULGE
83149,OF
83150,GIRL
83151,ABSOLVE
83152,HOUSE
83153,CANDLELIGHT
83154,LIKE
83155,CHOWDER
83156,VACUUM
83157,ABSORB
83158,BALLOONS
83159,BURROWS
83160,HAD
83161,AN
83162,THESE
83163,BUT
83164,OTHER
83165,BRAVO
83166,YES
83167,SIERRA
83168,QUEBEC
83169,CHATTERBOX
83170,FRUGALITY
83171,CHOICE
83172,CHAUFFEUR
83173,LETHARGY
83174,WORD
83175,FOR
83176,LONG
83177,HER
83178,HAS
83179,FISHING
83180,DELTA
83181,HER
83182,BATTLEFIELD
83183,IF
83184,PYTHON
83185,BABYHOOD
83186,SIX
83187,YANKEE
83188,SOME
83189,OR
83190,NOT
83191,CHAUFFEUR
83192,COMMAND
83193,EACH
83194,SAID
83195,NOT
83196,MIKE
83197,MAY
83198,FOIL
83199,SUPREME
83200,JACKDAWS
83201,NOT
83202,EYEBROWS
83203,ALOOF
83204,OSCAR
83205,WAS
83206,SAID
83207,HAVE
83208,BATHTUB
83209,ANYTHING
83210,HER
83211,RING
83212,TOIL
83213,TO
83214,OH
83215,PAJAMAS
83216,HAVE
83217,TANGO
83218,TIME
83219,MISSOURI
83220,BACKSPACE
83221,WAGON
83222,FIVE
83223,BEEN
83224,WHAT
83225,YALE
83226,SOUTHEASTERLY
83227,HARANGUING
83228,ZIPPER
83229,BROWBEAT
83230,GOUGED
83231,THIS
83232,WORD
83233,SHE
83234,ONE
83235,CAN
83236,VOUCHSAFE
83237,WHEN
83238,FOOTMARKS
83239,WHICH
83240,WAY
83241,OR
83242,PASTE
83243,FIVE
83244,GIGGLED
83245,DO
83246,REFUGEE
83247,YOU
83248,ALT
83249,FOUR
83250,SYMPATHIZE
83251,CHOKING
83252,NOW
83253,OBSERVATION
83254,YANKEE
83255,MAKE
83256,BOGIES
83257,ON
83258,CALL
83259,ZULU
83260,INTO
83261,BROIL
83262,UPWARD
83263,BERSERKER
83264,SO
83265,EYEBROWS
83266,AVENUES
83267,PENNSYLVANIA
83268,SEVEN
83269,AT
83270,THIRTY-FIVE
83271,USE
83272,FISHING
83273,SEE
83274,NATURALIZATION
83275,OSCAR
83276,ALLURE
83277,AMETHYSTS
83278,MAKE
83279,CUT
83280,COPENHAGEN
83281,ALOOF
83282,TAB
83283,WE
83284,X-RAY
83285,WITH
83286,CARROT
83287,PLOUGHSHARE
83288,TOIL
83289,FRUGALITY
83290,SCHOOLYARD
83291,ARE
83292,TANGO
83293,AZURE
83294,BRAVO
83295,CRYING
83296,QUEBEC
83297,DOWNWARD
83298,FOUR
83299,COULD
83300,CLERGYMAN
83301,TWO
83302,WINDOW
83303,EXACTITUDE
83304,MANY
83305,THERE
83306,THEM
83307,WHEN
83308,ZULU
83309,WASHERWOMAN
83310,ECHO
83311,RIGHT
83312,SAID
83313,WITH
83314,OF
83315,WRITE
83316,FOOTMARKS
83317,AND
83318,COMMAND
83319,OH
83320,BE
83321,STARS
83322,TANGO
83323,AUTHORITATIVE
83324,GUSTAVE
83325,WHO
83326,WHEN
83327,BEHAVIOR
83328,MASSACHUSETTS
83329,AWAY
83330,MIKE
83331,SLIDE
83332,ALTHOUGH
83333,HAD
83334,WHEN
83335,LIMA
83336,OUT
83337,BUFFOON
83338,NO
83339,AND
83340,MY
83341,REWARD
83342,THEM
83343,AUTHORITATIVE
83344,FOWLER
83345,BUNGALOWS
83346,HAD
83347,PROTEGE
83348,QUADRUPLED
83349,AFTERTHOUGHT
83350,ASIA
83351,VOUCHSAFE
83352,ARE
83353,IS
83354,TO
83355,AS
83356,DAY
83357,CONVENIENCE
83358,IT
83359,PSYCHOLOGICAL
83360,FOWLER
83361,IT
83362,X-RAY
83363,FIND
83364,WRITE
83365,BOQUETS
83366,CASUALTIES
83367,GENTLEWOMAN
83368,OSCAR
83369,TANGO
83370,THEIR
83371,YANKEE
83372,PEOPLE
83373,THEN
83374,HOTEL
83375,LOOK
83376,OH
83377,DAY
83378,MANY
83379,LEFT
83380,ABOUT
83381,JOSEPH
83382,AVENUES
83383,ZIPPER
83384,DELETE
83385,NOVEMBER
83386,CHARLIE
83387,OTHER
83388,TANGO
83389,UNYIELDING
83390,WHICH
83391,OUT
83392,ESCAPE
83393,ADHESION
83394,BOOTH
83395,LONG
83396,FIRST
83397,AN
83398,YES
83399,MORE
83400,NOVEMBER
83401,UP
83402,SHOUT
83403,FOOTMARKS
83404,BUTCHER
83405,HOW
83406,WE
83407,APOTHECARY
83408,WILL
83409,FIVE
83410,SOUTHEAST
83411,PARAGRAPH
83412,SO
83413,WAGON
83414,DEMOLISH
83415,THE
83416,WHEN
83417,FINGER
83418,WATER
83419,THERE
83420,BLUEBELLS
83421,HE
83422,ABLUTIONS
83423,BURROWS
83424,GOLF
83425,BLITHE
83426,NOW
83427,ZERO
83428,QUEBEC
83429,EYEBROWS
83430,DELTA
83431,AGRICULTURAL
83432,SO
83433,WITH
83434,LOOK
83435,ALL
83436,LIMA
83437,RIGHT
83438,WASHERWOMAN
83439,ITS
83440,OR
83441,COMMAND
83442,INTO
83443,WAGON
83444,ORANGE
83445,OUTPUT
83446,AN
83447,THUMB
83448,BETOOK
83449,PENCIL
83450,INALIENABLE
83451,COULD
83452,TWO
83453,DID
83454,THEM
83455,COMMAND
83456,OIL
83457,LIKE
83458,ANYBODY
83459,EIGHT
83460,THAT
83461,BOSOM
83462,BUTCHER
83463,GOOD
83464,CHESHIRE
83465,TOOTHACHE
83466,CALL
83467,WILL
83468,GENTLEWOMAN
83469,BATHE
83470,DELTA
83471,SEE
83472,EMPLOYMENT
83473,UP
83474,BOOTH
83475,WAY
83476,AT
83477,DOWN
83478,TIME
83479,ZERO
83480,ADVICE
83481,CRYING
83482,SUGAR
83483,OSCAR
83484,DELETE
83485,YELLOW
83486,IROQUOIS
83487,DOWN
83488,MAKE
83489,BLUEBELLS
83490,FIRST
83491,RABBIT
83492,CHAMBERMAID
83493,FLOWERS
83494,ALL
83495,ABOUT
83496,RING
83497,ABLE-BODIED
83498,UNIFORM
83499,OIL
83500,WHISKEY
83501,COHERENT
83502,OVERSHADOWED
83503,CALL
83504,AN
83505,POWWOW
83506,SWIMMING
83507,WILL
83508,HAS
83509,AS
83510,EPITHET
83511,PARAGRAPH
83512,SWOON
83513,AN
83514,PRAISEWORTHY
83515,BACKSPACE
83516,JULIET
83517,LONG
83518,MIKE
83519,PAJAMAS
83520,MY
83521,TANGO
83522,ZERO
83523,SCULLION
83524,SOOTHING
83525,FAYETTEVILLE
83526,OF
83527,COME
83528,REWARD
83529,WHICH
83530,EACH
83531,WOULD
83532,SEE
83533,CRAYON
83534,ZERO
83535,PROMULGATE
83536,UNIFORM
83537,CHAMBERMAID
83538,KILO
83539,KILO
83540,BERSERKER
83541,ECHO
83542,VOUCHSAFE
83543,PERPETUAL
83544,BEHAVIOR
83545,ABBREVIATED
83546,HAVE
83547,OR
83548,THEN
83549,X-RAY
83550,ADULATION
83551,MY
83552,ROMEO
83553,PLOUGHSHARE
83554,BUT
83555,FOUR
83556,DOWNWARD
83557,AVERSION
83558,THEIR
83559,TANGO
83560,INEXHAUSTIBLE
83561,SO
83562,ROOF
83563,SIERRA
83564,COME
83565,WERE
83566,SOME
83567,SO
83568,THEM
83569,USE
83570,DO
83571,WILL
83572,THAN
83573,SAWYER
83574,THREE
83575,NUMBER
83576,GREEN
83577,RENDEZVOUS
83578,JUMPING
83579,DIGEST
83580,CLOWN
83581,THERE
83582,DID
83583,COME
83584,FOIL
83585,FORGETFULNESS
83586,ALT
83587,GO
83588,APOTHECARY
83589,SOME
83590,UNUSUAL
83591,OVERSHADOWED
83592,GOULASH
83593,FOWLER
83594,LEFT
83595,FIRST
83596,BOSOM
83597,BATHE
83598,PEOPLE
83599,HAD
83600,MADE
83601,TO
83602,RIGHT
83603,VICTOR
83604,ITS
83605,ARE
83606,RING
83607,IF
83608,SIX
83609,MIKE
83610,BABYHOOD
83611,COHERENT
83612,LEFT
83613,ASTOUNDED
83614,HE
83615,GET
83616,TO
83617,BANANA
83618,FLOWERS
83619,OR
83620,WHISKEY
83621,CATHOLIC
83622,BUT
83623,HAVE
83624,EIGHT
83625,LIMA
83626,NUREMBERG
83627,THREE
83628,GOLF
83629,MAKE
83630,DAY
83631,OF
83632,MASSAGE
83633,JULIET
83634,THEIR
83635,GET
83636,WITH
83637,RIGHT
83638,ADAPT
83639,JUDITH
83640,MADE
83641,SENTENCE
83642,MONKEY
83643,BOOTH
83644,SUPREME
83645,INDIA
83646,TAB
83647,HOMEOPATH
83648,VICTOR
83649,BRUSH
83650,TOOTHACHE
83651,TAB
83652,GOLF
83653,BY
83654,HAS
83655,OH
83656,ENTERTAINER
83657,GET
83658,WOULD
83659,WITH
83660,HANGER
83661,BROTHERHOOD
83662,MAKE
83663,UNUSUAL
83664,BANANA
83665,AS
83666,WHEREWITHAL
83667,ESCAPE
83668,BOULEVARD
83669,EIGHT
83670,ROMEO
83671,ALPHA
83672,CANDLELIGHT
83673,WHISKEY
83674,POWWOW
83675,FEATHER
83676,SAWYER
83677,DOWNWARD
83678,OTHER
83679,WOULD
83680,ACHIEVE
83681,CUT
83682,PAPA
83683,ADULATION
83684,PRAISEWORTHY
83685,CUT
83686,I
83687,UNYIELDING
83688,BERSERKER
83689,IT
83690,LINE
83691,HAS
83692,IMMOVABLE
83693,NATURALIZATION
83694,A
83695,IN
83696,WHISKEY
83697,CUSHY
83698,JACKDAWS
83699,BOTHER
83700,CAR
83701,TIME
83702,FAITHFULNESS
83703,WHEN
83704,WERE
83705,TO
83706,NOW
83707,ASHAMED
83708,AUTOBIOGRAPHY
83709,FIND
83710,BACKSPACE
83711,AVERSION
83712,NEVERTHELESS
83713,STRINGY
83714,UNUSUAL
83715,SHOUT
83716,ALTHOUGH
83717,WASHERWOMAN
83718,JULIET
83719,HAD
83720,TAB
83721,ALT
83722,HOW
83723,TANGO
83724,PAPA
83725,BATTLESHIP
83726,UNIFORM
83727,HOIST
83728,FIND
83729,LOOK
83730,BUT
83731,PSYCHOLOGICAL
83732,EACH
83733,LOOK
83734,ANNOYED
83735,PRAISEWORTHY
83736,THERE
83737,PLANE
83738,AT
83739,BUT
83740,PEOPLE
83741,ZERO
83742,BACHELOR
83743,YOUR
83744,CAN
83745,VICTOR
83746,MOUTH
83747,COPY
83748,THE
83749,AS
83750,WOULD
83751,IS
83752,BULRUSH
83753,WHISKEY
83754,RABBIT
83755,GREYHOUND
83756,AZURE
83757,WRITE
83758,DELETE
83759,WORD
83760,THREE
83761,TOIL
83762,SEVEN
83763,GOOD
83764,WHAT
83765,LEFT
83766,CHOKING
83767,EMPLOYMENT
83768,SIX
83769,SWIMMING
83770,THEN
83771,TO
83772,ECHO
83773,FOUR
83774,WITH
83775,HA-HA
83776,HIS
83777,THEN
83778,AVERSION
83779,DO
83780,ZERO
83781,LIMA
83782,NEVERTHELESS
83783,SAID
83784,SHIFT
83785,SEVEN
83786,SAID
83787,INTERWOVEN
83788,MASSACHUSETTS
83789,OH
83790,BUTTERFLIES
83791,BURROWS
83792,BOQUETS
83793,JULIET
83794,MY
83795,DOWNWARD
83796,DO
83797,SEE
83798,THEIR
83799,CONTROL
83800,LIMA
83801,WATCH
83802,STARS
83803,BOULEVARD
83804,NOVEMBER
83805,INEXHAUSTIBLE
83806,SHIFT
83807,DIGEST
83808,MOUSTACHE
83809,FOUR
83810,LIKE
83811,AND
83812,UNIFORM
83813,SAID
83814,EACH
83815,BOQUETS
83816,AHEAD
83817,IRRESOLUTE
83818,AFTERTHOUGHT
83819,BROWBEAT
83820,THEN
83821,SOME
83822,DUCK
83823,ITS
83824,CUSHY
83825,DID
83826,EXACTITUDE
83827,DOWN
83828,DURABLE
83829,JURIES
83830,GIRL
83831,OUTPUT
83832,GO
83833,SANDPIPERS
83834,NOT
83835,ASTOUNDED
83836,LETHARGY
83837,CHARLIE
83838,BEEN
83839,NUMBER
83840,OBSERVATION
83841,AHEAD
83842,SCISSORS
83843,INTERWOVEN
83844,MIKE
83845,BEEN
83846,PASTE
83847,DOWNWARD
83848,THIS
83849,UNUSUAL
83850,WASHERWOMAN
83851,TAB
83852,CONVENIENCE
83853,THESE
83854,LAMP
83855,BEGUILE
83856,BY
83857,OH
83858,INTO
83859,BY
83860,HYPOTHESIS
83861,VOYAGE
83862,OSCAR
83863,USE
83864,YANKEE
83865,SHIFT
83866,FISHING
83867,LOOK
83868,LIKE
83869,APPROACH
83870,DEMOLISH
83871,SIERRA
83872,BRAVO
83873,BY
83874,ANYBODY
83875,EQUILIBRIUM
83876,QUEBEC
83877,PYTHON
83878,CUT
83879,THE
83880,HOW
83881,CONTROL
83882,SOUTHEASTERLY
83883,BLUE
83884,HER
83885,ITS
83886,CHIDE
83887,GOUGED
83888,THEIR
83889,THINE
83890,ORANGE
83891,REFUGEE
83892,YOU
83893,UP
83894,WHEREWITHAL
83895,IRRESOLUTE
83896,BERSERKER
83897,RIGHTEOUS
83898,GREEN
83899,FOXTROT
83900,IS
83901,THESE
83902,WILL
83903,SO
83904,OUT
83905,IMMOVABLE
83906,COMMAND
83907,FRUGALITY
83908,ROLY-POLY
83909,IF
83910,EACH
83911,SUPERVISION
83912,PARAGRAPH
83913,NUMBER
83914,THESE
83915,HEYWARD
83916,WHAT
83917,BLITHE
83918,NOW
83919,LONG
83920,DO
83921,OIL
83922,DIGEST
83923,OR
83924,MAY
83925,KILO
83926,MASSAGE
83927,GLASSES
83928,LIKE
83929,CONVENIENCE
83930,SHARPSHOOTER
83931,TAB
83932,SANDPIPERS
83933,WITH
83934,ARE
83935,JOWLS
83936,OSCAR
83937,ARE
83938,ALL
83939,MANY
83940,SEE
83941,YOU
83942,IS
83943,SEVEN
83944,COMPOSURE
83945,SENTENCE
83946,GO
83947,IN
83948,LOOK
83949,MANY
83950,ON
83951,HOIST
83952,HOW
83953,CUT
83954,WHISKEY
83955,NOVEMBER
83956,UNYIELDING
83957,OSCAR
83958,EIGHT
83959,MANY
83960,FIRST
83961,TIME
83962,WHO
83963,ENTER
83964,VOYAGE
83965,COWHIDE
83966,ON
83967,WOULD
83968,LIKE
83969,THAN
83970,GOULASH
83971,ADAPT
83972,IF
83973,FAITHFULNESS
83974,HULK
83975,ADULATION
83976,BACKSPACE
83977,PYTHON
83978,FIND
83979,AN
83980,MIKE
83981,ALT
83982,NUREMBERG
83983,CHIDE
83984,SEVEN
83985,ZERO
83986,THAN
83987,WOULD
83988,WERE
83989,WINDOW
83990,BOULEVARD
83991,NOT
83992,PAPA
83993,ALT
83994,AGRICULTURAL
83995,COMMAND
83996,DOWNWARD
83997,CONTROL
83998,X-RAY
83999,FISHING
84000,AUTHORITATIVE
84001,WOULD
84002,OIL
84003,NOT
84004,ESCAPE
84005,CHESHIRE
84006,CHAMBERMAID
84007,PAPA
84008,BEHAVIOR
84009,LEFT
84010,ARE
84011,COME
84012,MAY
84013,AND
84014,WATCH
84015,AS
84016,ITS
84017,GOOD
84018,LIKE
84019,ONE
84020,WAY
84021,NEWFOUND
84022,COPENHAGEN
84023,OTHER
84024,THEY
84025,YOU
84026,ALPHA
84027,HAVE
84028,DELETE
84029,WHO
84030,WAS
84031,YOUR
84032,CALL
84033,HAD
84034,IS
84035,ONE
84036,PLOUGHSHARE
84037,CAN
84038,IN
84039,GREYHOUND
84040,FUTURITY
84041,X-RAY
84042,UNIFORM
84043,YOUR
84044,ADJACENT
84045,ALL
84046,REWARD
84047,SAWYER
84048,HOW
84049,MIKE
84050,LAWYER
84051,CAR
84052,NINE
84053,PEOPLE
84054,FAYETTEVILLE
84055,BEGUILE
84056,OIL
84057,HAD
84058,CHOWDER
84059,THAT
84060,IF
84061,USE
84062,APPRECIABLE
84063,BLUEBELLS
84064,LIKE
84065,DUCK
84066,DAY
84067,DELETE
84068,THOU
84069,FOUR
84070,ADJACENT
84071,VICTOR
84072,YES
84073,PENCIL
84074,WHEN
84075,BEQUEATH
84076,FOXTROT
84077,DID
84078,CHARLIE
84079,LAWYER
84080,MY
84081,ANXIETIES
84082,SANDPIPERS
84083,WHO
84084,BOYHOOD
84085,ALL
84086,BACKSPACE
84087,HANGER
84088,YES
84089,QUADRUPLED
84090,PASTE
84091,EIGHT
84092,DESIGNATE
84093,ORANGE
84094,IF
84095,THREE
84096,COULD
84097,EIGHT
84098,AS
84099,DELTA
84100,FIRE
84101,POWWOW
84102,TO
84103,ON
84104,MY
84105,THERE
84106,THE
84107,WOULD
84108,LOOK
84109,GO
84110,PAPA
84111,WHICH
84112,IS
84113,CONVULSION
84114,INDIA
84115,SENTENCE
84116,MADE
84117,BUT
84118,GIGANTIC
84119,HER
84120,FOUR
84121,HA-HA
84122,NOT
84123,ECHO
84124,WHISKEY
84125,HIM
84126,MERCHANDISE
84127,YALE
84128,ARE
84129,AVENUES
84130,WHICH
84131,NINE
84132,IF
84133,APPROACH
84134,ENTER
84135,NODULE
84136,FOXTROT
84137,MORE
84138,DOWNWARD
84139,JULIET
84140,IN
84141,TANGO
84142,STRINGY
84143,OTHER
84144,COWBOYS
84145,SWIMMING
84146,PYTHON
84147,BACKSPACE
84148,BUSHELS
84149,SLIDE
84150,BLUE
84151,TANGO
84152,WATER
84153,WORD
84154,ZULU
84155,NOVEMBER
84156,INEXHAUSTIBLE
84157,FOR
84158,CRAYON
84159,UNIFORM
84160,PART
84161,KILO
84162,BLOODSHED
84163,MOUSTACHE
84164,SOME
84165,FINGER
84166,INTO
84167,JOWLS
84168,FOXTROT
84169,PASTE
84170,DID
84171,IS
84172,BUNGALOWS
84173,BE
84174,MOISTEN
84175,AN
84176,IF
84177,LINE
84178,COWHIDE
84179,AT
84180,ALT
84181,HIS
84182,WATCHES
84183,WHO
84184,WHO
84185,BACHELOR
84186,THREE
84187,LONG
84188,ZULU
84189,SIERRA
84190,MASSAGE
84191,HIM
84192,THESE
84193,I
84194,HER
84195,WITHOUT
84196,OIL
84197,RESOUND
84198,VOUCHSAFE
84199,CLOWN
84200,CRAYON
84201,BE
84202,NUMBER
84203,CONVENIENCE
84204,SEE
84205,MULTIFLORA
84206,ROMEO
84207,INDIA
84208,BOSOM
84209,MOUSTACHE
84210,DOWRY
84211,SIX
84212,SIX
84213,ESCAPE
84214,THIS
84215,SOME
84216,BUT
84217,HANGER
84218,OUT
84219,HOW
84220,SHE
84221,MOUTH
84222,LOOK
84223,PARAGRAPH
84224,HAS
84225,CALL
84226,NEEDLEPOINT
84227,WAS
84228,SIX
84229,WHISKEY
84230,REJOINDER
84231,ADVICE
84232,HIM
84233,SCULLION
84234,EXAGGERATE
84235,WATCHES
84236,SIERRA
84237,LONG
84238,FROG
84239,EQUILIBRIUM
84240,IMMOVABLE
84241,WHISKEY
84242,COMMAND
84243,ROMEO
84244,OTHER
84245,NINE
84246,WAS
84247,ZULU
84248,SENTENCE
84249,TO
84250,RIGHTEOUS
84251,WRITE
84252,SWOON
84253,STRINGY
84254,ALPHA
84255,GIGANTIC
84256,BACHELOR
84257,ECHO
84258,LOOK
84259,CHARLIE
84260,NOVEMBER
84261,EQUILIBRIUM
84262,FOXTROT
84263,I
84264,PART
84265,WILL
84266,FIND
84267,WRITE
84268,FOOTMARKS
84269,DOWN
84270,WATCH
84271,LOOK
84272,NOW
84273,MAKE
84274,HOW
84275,INTO
84276,MIKE
84277,LEFT
84278,FORGETFULNESS
84279,INTO
84280,INTO
84281,ENDOWMENTS
84282,BE
84283,BOULEVARD
84284,PROMULGATE
84285,OF
84286,SIERRA
84287,SENTENCE
84288,YOU
84289,JULIET
84290,JULIET
84291,REFUGEE
84292,AS
84293,KNIFE
84294,MANY
84295,RE-UNITED
84296,CHOICE
84297,AND
84298,JOSEPH
84299,HOW
84300,MOUTH
84301,BIRMINGHAM
84302,JULIET
84303,EACH
84304,NATHANIEL
84305,DO
84306,CELEBRITY
84307,ALT
84308,OUT
84309,CAN
84310,AS
84311,AND
84312,FUTURITY
84313,HAS
84314,MASSACHUSETTS
84315,FLOWERS
84316,AMETHYSTS
84317,RESOUND
84318,FIND
84319,WAS
84320,MOONSHINE
84321,CIRCULAR
84322,CAN
84323,SYMPATHIZE
84324,SHIFT
84325,FROM
84326,SHOUT
84327,COME
84328,EQUILIBRIUM
84329,WHICH
84330,MORE
84331,AUTOBIOGRAPHY
84332,WHEN
84333,CHOWDER
84334,CHARLIE
84335,SCHOOLYARD
84336,WERE
84337,ANYTHING
84338,JOYFUL
84339,SOME
84340,NATURALIZATION
84341,COBBLESTONES
84342,ENTER
84343,JUMPING
84344,BLITHE
84345,CHARLIE
84346,FROM
84347,BRAVO
84348,FOXTROT
84349,GO
84350,EIGHT
